,class,text
146,0,trading vileger spawner for 9mill
147,0,trading vilger spawner for 9mill
148,0,trading vilger spawner for 8.5 mill
149,0,it is not quick haha have a good day at work tho
150,0,idek wtf happened but i like it
151,0,Can make sure to get those ss
152,0,",/tpaTree to get one netherite ingot who will came i will give him netherite ingot"
153,0,Hey you! yea you! are you new? do you want easy cash and xp? then you better get ya butt over to /pwarp newplayers. what are ya waiting for? you're only getting broker by not! also buying daily keys 1m per
154,0,wait when tf i get a pvp key
155,0,ayo wtf u got 1b nice
156,0,so um its my first time getting an August key so what the hell do i do with it
157,0,do youguys know what star trek is
158,0,idek wtf happened but i like it
159,0,Can make sure to get those ss
160,0,",/tpaTree to get one netherite ingot who will came i will give him netherite ingot"
161,0,Hey you! yea you! are you new? do you want easy cash and xp? then you better get ya butt over to /pwarp newplayers. what are ya waiting for? you're only getting broker by not! also buying daily keys 1m per
162,0,wait when tf i get a pvp key
163,0,ayo wtf u got 1b nice
164,0,so um its my first time getting an August key so what the hell do i do with it
165,0,do you guys know what star trek is
166,0,can u put this fortune enchant on a hoe for me?
167,0,i dug out soo dang much... not even close to being able to build :(
168,0,well somethin along the way broke ignore so idk
169,0,im back with my stupid skin
170,0,Hell Man wtf I Need 4
171,0,i keep telling u to frikin call me yui u wont listen
172,0,what is my fault?? cx y r u here?
173,0,demon slayer is just death
174,0,Yall does anyone know tbhk
175,0,tbh idk what to say rn
176,0,but damn it was so good
177,0,Aot is full of uh gay stuff in fandom
178,0,why everyone is senting me a tpa
179,0,god i have no armour
180,0,how the hell did u get that good ass complement
181,0,guys go to battle dom
182,0,to sell tho this time
183,0,:( thats all i have atm
184,0,holy crap what the heckity heck
185,0,yea they break the stuff like hella fast
186,0,snow for trans king does it mean your a girl to guy?
187,0,agent when the hell did i kill you
188,0,"damn, i still only have 1200 rating"
189,0,crap forgot to load in my alt D:
190,0,"Ty guys, yall da best"
191,0,guys who want to join my team
192,0,when the hell did you build this
193,0,Guys whos selling a house
194,0,guys whls selling a house
195,0,guys whos selling a house
196,0,guys whos selling a house!!!
197,0,guys plz whos selling a house
198,0,can any1 tell me a yo mama joke
199,0,guys help i got scammed
200,0,oh damn you can stack spawners? I thought i lost two igs!
201,0,hat ali will bore ya
202,0,He toght im a girl lol
203,0,lulu where were you tho
204,0,Italian your an maniac now??!
205,0,who even are you kela
206,0,Are you one of those og who quit and came back
207,0,anyone plss give me money plssssssssssssss my dream is to get 10m
208,0,wtf man i just lost 1.5m exp
209,0,dont do it constant ohmygod
210,0,he constantly does it tho
211,0,guys what is a celestial helmet worth?
212,0,guys whats a celesital helmet worth
213,0,guys whats a celestial cosmetic worth?
214,0,wtf happened to /pw grinder?
215,0,who and how so nico?
216,0,wow why so mych it only costs 75k not 750k
217,0,guys where can i buys the cosmic kit
218,0,who knows how to buy the comsic kit
219,0,Jin not even trading w me wtf
220,0,Guys what do i type so i can buy the cosmetic kit for 10m money
221,0,Aey italian i need yo help
222,0,Italian u didnt answer my question
223,0,Omg italian this dude not listening
224,0,nah u cant see it ig
225,0,selling igs for 20M eqch
226,0,i just bought 10 igs yesterday for 16mil each
227,0,thats one night of afk
228,0,when i kill u cx ill get 0
229,0,bro how the hell he gets 33 millon bro im lirtyy broke
230,0,how much is 7 igs worth?
231,0,guys can i tpa to someone
232,0,guys can u go /pw uglypyramid is my pyramid good?
233,0,what do u feel unfua
234,0,how tf r u guys flying
235,0,now il go get bee egs
236,0,Bro where did they go
237,0,give me more egs idk where they go
238,0,answer cx are we not allowed to look at ur wife?
239,0,was gonna give you stuff lol
240,0,how tf am i still burning in water
241,0,can you see them now cx?
242,0,you want to kill me chif?
243,0,i bought a noch apple for 10 dollars
244,0,alr imma join as TheStupidBingus
245,0,i know what you mean by the word 'fk
246,0,place thAT on the exact place
247,0,giving one nheter rhigt for one stack of wood meet me at spawn
248,0,why no its a pie pf crap
249,0,icc u cant get mincart with hopper
250,0,Yo can anyone buy my magma spawner in ah
251,0,im gonna go north america
252,0,no one will buy tyat
253,0,hys can i test arrow on you
254,0,[Harvester Hoe [AutoSell] x 1]
255,0,_replublicov come to your cat land spaner place your hoppers or chest are fukll
256,0,hys ill go cave by myself
257,0,its because you cannot actually craft one in this freaking server because its in the shop (or maybe its banned or something not very likely)
258,0,Darkendking anything but youre axe
259,0,guys do i loose my loot from pvp arena
260,0,no you can split it bro
261,0,yo can somone vote for me
262,0,Stop im not lying il tell her not to pay
263,0,how much does a harvester hoe sell for
264,0,i wont take nun i promise
265,0,yo who gave me money?
266,0,icc u can ask all those qwestins in chat
267,0,What the hell are you doing
268,0,who tf made a beacon
269,0,you need rank 1 _Altr_Innit
270,0,Buillders wand on ah for 90 million
271,0,I sell igs for 17m xD
272,0,are you a girl on this server
273,0,two rooms upstairs is being restores btw
274,0,guys come to the pvp place
275,1,my dumbass got stuck in someones land
276,0,hey baejung tp to me
277,0,goofy keep that crap out of global chat
278,0,hey baejung tp to me
279,0,i don't have it i have a harvester hoe
280,0,guys how do you make money
281,0,anyone have a hervester hoe
282,0,Guys could i get some money
283,0,guys i ahve become good at pvp
284,0,did fycron convince you to come here toxxic
285,0,guys rhere os a problem
286,0,who want 10 noch apples for 120k
287,0,reester u live next to cx in pandora?
288,0,oof is r.i.p bye bye u will be missed
289,0,whos stuck in staff chat
290,0,whos stuck in staff chat
291,0,ShadowGami43 dumb dumb just tp
292,0,hi can you guys helpe
293,0,how much u sellin that bawkin good sell wand for
294,0,nah just pay me for pots
295,0,yo can i just afk in pvp
296,0,brother can i have unbraking 2 book
297,0,thats bc i had 200m refund
298,0,how much are harvester hoes worth
299,0,you moved from base? or yoiu talk to somone else
300,1,shit - test
301,1,I like the pussy
302,1,Sex
303,1,u stole my shit u dog
304,1,cum
305,0,aw mah gash its GONE
306,1,shit he removed me from claim but i can do this
307,1,/r you dont have to be a dick
308,1,/r you dont have to be an asshole you know
309,1,sophie he is being an asshole
310,1,ahh shit
311,0,tpa sussy
312,1,bill you are you you cock sucking pedo
313,1,im broke ass hell
314,1,what the fuck you have summer!!!!!!
315,1,screw off nigger
316,1,/r i feel u dont like me and shit ;/
317,1,/msg CalvinChris i feel u dont like me and shit ;/
318,1,/msg zemha shit
319,1,/msg zemha fuck why humpy so hot
320,1,/r fuck you
321,1,/r piss off
322,1,i fucked up mining a sheep spawner thinking i would get it
323,1,oh shit i was flying
324,1,ur a pussy
325,1,/msg __sussy baka hi
326,1,/r ass
327,1,/marry sex
328,0,/msg mush i think you are a dude tho
329,1,your welcom bitch boi
330,0,i have coons
331,1,sex
332,0,tbh kind of a genius
333,1,whathefuck u hacking
334,1,how whathefuck u r hacking
335,1,browhathefuck ur hacking
336,1,What the fuck are you doing with the chicken- -Drietje
337,1,What the fuck are youdoing with the chicken- -Drietje
338,1,i dont see shit
339,1,/msg cc it was a game dumb ass
340,1,how the fuck are you teleporting through ny doors?
341,1,then fix this ugly ass base
342,1,no shit
343,1,how the fuck ur here???
344,1,walter fuck you
345,1,walter fuck y0u
346,1,Gboss 100 coons for it
347,1,frog why are you so horny
348,0,what is 3x sell mulit harv hoe worth
349,0,what is 3x sell multi harvester hoe worth
350,1,one more time saying ew en then l will kick yo ass
351,1,/r holy shit
352,1,/r its a shit show
353,0,100 coons for the shovel
354,1,what the fuck!
355,1,horny jail alpha wolf
356,1,/msg _PrinceReester to fuckking bad bro get a grip
357,1,i need 100b to buy 100k coons
358,1,ass
359,1,oh shit but i have boyfreind
360,1,/r he was a ass to me aswell
361,1,/rename fuck
362,1,/ah fuck
363,1,im selling coons
364,0,can i be sexist in chat or no
365,1,bruh this fucking bullshit
366,1,just fucking do /daily its not hard
367,1,/r oh shit wrong person
368,1,/msg Zemha shit test
369,0,"/r eg gjør alt for mitt lag vi skal opp til toppen snart, og du musta på min wave vi kom alltid topp fartDrakten din er het, men bitch jeg er hetare brenner denne jointen ladda for å brenne bre, vi begynte å løpe etter penger ute det var lettJeg sa jeg lev"
370,0,"/msg BlakeMiner eg gjør alt for mitt lag vi skal opp til toppen snart, og du musta på min wave vi kom alltid topp fartDrakten din er het, men bitch jeg er hetare brenner denne jointen ladda for å brenne bre, vi begynte å løpe etter penger ute det var lettJ"
371,1,wait asex
372,0,champ is killin pp.ls
373,1,what the actual f_uck
374,1,/msg RikuYoshidaa nigger
375,1,/msg RikuYoshidaa nigga
376,0,raccoons
377,0,holy crap 3t???
378,0,msg wheresyourdaddy suckmyballs@gmail.com password myballsack01
379,1,this game is fuck
380,0,damn thats expensive
381,1,for fuck sake its not swearing game
382,1,fuck
383,0,toreto  prosexe  banylog
384,0,toreto prosexe  banylog @
385,1,/r yall fucking w/ me
386,1,/r fuck *
387,0,r u a witch athena
388,1,/r diffrent person im married to blake is an ass
389,1,im so fuking confused rn
390,1,/r ahh idk how fo work that shit
391,1,mines bitch lasanga
392,1,/msg _pr 1v1 dont be puss
393,1,i poor as shit
394,1,"/msg Naarity tp, this kids xraying his ass out"
395,1,ur actual shit
396,1,no you think i give a fuck
397,1,im go to kill all you bitch
398,1,SHIT... SO MANY MEMES
399,1,/r fuck 10 votes
400,1,omg a villanger just spawned on my ass in resource world! i jumped! :D
401,1,a man have a ugly shit house
402,1,lucs i can ass some builds if u want
403,1,ur literal shit
404,1,Damn i spawned right next to a huge ass base
405,1,Dang i spawned right next to a huge ass base
406,0,u aint selling tho are u?
407,0,u arent selling that tho are u?
408,0,u aint selling that tho are u?
409,0,cane you spick Indonesia
410,0,ill be there in a sex
411,1,no way no fucking way
412,1,fuck fortnite
413,1,yall r so horny
414,1,and mate you fuckingg hit me with a op fucking sword dumbass and all i had was a wood axe that i miss clicked on
415,1,pu tit in shulker
416,1,nigg er
417,1,i cant stay afk cuz i have a shit connection and i will crash after 15m
418,1,/msg _Latte fuck u
419,1,the popular girls pissing me off
420,1,go buy shit of him
421,1,oh shit
422,1,/msg _NickJones1500 no then i get a shit price for it
423,1,fuck it i would offer 200M
424,0,also sounds WAY sexist
425,1,Well fuck
426,1,no fucking cap
427,0,front is shite
428,1,/r damnn thats some ass
429,1,"Im retarded, thankyou guys lmao"
430,1,Ive done my ass off
431,1,and my command buttons dont work so i cant screen shit
432,1,/r bitch
433,1,/r fuck
434,1,this city is just shit
435,1,for this nigg a
436,1,chese bitch
437,1,kcuf meansfuck
438,0,s5op u niger
439,0,guys try to say atleast watch
440,1,a fucking liar
441,1,god fucking dammit
442,1,/r so einführung und so shit
443,0,My trap worked omg
444,0,My Trap worked omg
445,0,my trap. worked omg
446,1,/msg iagent fuck dont have pandora butt how do you make money
447,1,nigger faggot
448,1,holy shit noice br o gal
449,1,/r its to late for this shit
450,0,Imma finish it up tho
451,0,Ima finish it up tho
452,0,so its not gonna be kike that
453,0,whyy stuff is expensive noww in shop
454,1,holy shi tami you
455,0,tpa to me for a peacful cummunitty
456,0,but somebody keeps messing our stuff up
457,0,thats expensive
458,0,but im not rlly fussy
459,0,thats expensive so sorry no
460,0,ho are u?
461,0,hwo much is licky shovel worth
462,0,giga chad
463,1,is sex good
464,0,landon_meier you son of a gun you stole my base and ransact it XD
465,0,ih sh its repub-.
466,1,rest in p1ss
467,0,esy pou mpikes sthn bash mou prosexe
468,1,im shiting run
469,0,"some dude drew a johnson on his exam paper today, i think he got kicked out..."
470,0,oki but watcha up to?
471,1,lol cum
472,1,lol nazi
473,0,this is  < stinkys stuf >
474,0,I have a few buddies who are ex builders from another server
475,0,thats expemsiv
476,0,powered im proving that this <item> is existant accept my tpa
477,0,"powered im proving this <item> is ""existang"" accept my tpa"
478,0,im proving this is exisant <item> accept my tpa
479,0,it
480,1,_Demongodzxs kys
481,0,any one se x
482,0,that was extremly uncool RXRX
483,0,somebody kept
484,0,agent hendy kenny
485,0,aw mah gash it is him
486,0,im just gonna watch
487,1,hs is shi tho
488,1,theyre growing like boners
489,1,sex phrase
490,1,Go choke on some Cock Bigcrafter Nerd
491,0,im a monke that wat i do
492,0,guys who remember what he did last Christmas
493,0,haarish i cant trade
494,0,it didn
495,0,bro u just died lol want me to take that out the clip or no
496,0,you wank er
497,1,Rudee´s Cock
498,0,aw mah gash its leo again
499,0,thats explains why V3NOMNL is good
500,1,"why the fu,,,ck do you set 1 crate at another place"
501,0,lord should i fill it in or ypu want be floor .or maybe dont do anything?
502,0,buing kys
503,0,im a bacoon
504,0,bc u made me think i a bad perdon
505,1,cum here to buy my base
506,1,Yall npcs how was your day :)(dont mute me pls or i am gonna raPe your unborn daughter) fnkyacfpgermyfwhsgznupstsczdiincrhbid
507,1,whats exp
508,0,okay i feel sexist for arguing now
509,0,i not an slave LMAO
510,1,cum fac
511,0,whats 3x+2=6 whats x
512,0,bro various hittin me 47 blocka away lmao
513,0,bro various hittin me 47 blocka away lma
514,0,shes hitting me from behind her
515,0,@here do Keyselling selling vote kys and xp
516,0,ghoste don
517,1,kill yourself
518,1,IM A NIGGER
519,1,oh SHit
520,0,you if guss buys exp?
521,0,136cleanarwet.aternos.me join
522,0,can someone help me make a banner for something related to my sexuality?
523,0,hey nike is there anything specific u want me to collect?
524,0,pc it
525,0,school was shi today xD
526,1,monke is a dumb as$ bich bich bich bich bich
527,1,who dicksd?
528,0,@here CAN anyone please give me lapiss
529,0,"peacock yeah so he says his selling iron golem spawners. chest in nowhere... 10m... good deal, its jsut not spawners"
530,0,yo lapuss will you be our allie?
531,0,lapuss you here
532,0,lapuss yess
533,0,Work faster my little slave
534,1,A$$ server fr
535,0,havent really figured out wat im useing each room for but look around
536,0,havent really figured out wat im doing with the rooms yet
537,0,that was for hitting me while i was afk
538,1,killl your self
539,1,kill yur self
540,1,u look like u own slaves
541,0,sheesh it goes well together xD
542,0,xp is sitll useless and worthless tho
543,0,hey x3x.read chat
544,0,whys chat dead lol
545,0,def a guy
546,1,YOUR DADS A N1ggg3r
547,1,sex play
548,0,the cumunity chest
549,0,yo Thomas u got any offers for 3 mending books
550,0,you kike 25mil
551,1,my daddy likes to rape me
552,1,slave 1 and 2
553,0,oki in sex
554,1,HuskyNation2025 kys weeb
555,0,Selling Chink hooper
556,0,guys join this server the ip is 45.86.66.66:25596
557,0,is that just slave with extra letters?
558,0,ots a.casino
559,0,and it was bc i went to a yt video i saw of a guy mapping a ton of his mc world
560,0,it doesn
561,1,yo stfu about the key drop xd
562,0,+$×$+÷×$$×=+ bit.ly/towermall ×=!$+$×$$!$×$×$×$ @$@$@$@$×$@@$@
563,0,accorn raccoon
564,1,lol im a nazi
565,1,DIGGER NIGGER
566,0,i was trying to find out if anyones got man honker namer items.id buy it
567,0,sheesh you should buy me cele + wink wink
568,1,can we have sex?
569,1,who wants to have sex with me?
570,0,chat dead for real
571,1,u stfu
572,1,tpa for party we have cum
573,0,Serbian Slaves
574,0,i mean kock back
575,0,anyone got shite snd black concrete i can buy?
576,1,people pissing me off
577,1,ini su u twat
578,0,oi this plot is claimed piss off
579,1,My friend wanted me to do this (btw it was the horny friend)
580,0,i got 3 boner crusher in row
581,1,sup akidl
582,1,stfu kevin
583,1,men stfu
584,1,f u c k you
585,0,u want all to be big bc u mf smalll
586,1,red dildo
587,1,i will catch them all and slave them
588,0,rx does hite
589,0,my nutsack
590,0,Sorry not sorry for taking your stuff we gon sell it to the slave
591,0,tpa for sex
592,1,super sex
593,0,tpa kitty
594,1,tp to me for sex
595,0,i was his #1 target to annoy in dcms
596,1,sheesh it works!
597,1,oh shittttt
598,1,guys /.memeseum
599,1,rxrx love slavery
